path,label
/kaggle/input/brats20-data/BraTS20/data/volume_256_slice_96.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_80_slice_103.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_346_slice_112.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_354_slice_81.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_71_slice_112.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_225_slice_107.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_101_slice_105.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_324_slice_97.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_210_slice_124.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_235_slice_91.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_31_slice_128.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_74_slice_97.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_265_slice_95.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_201_slice_110.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_92_slice_98.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_102_slice_91.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_58_slice_92.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_241_slice_86.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_58_slice_83.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_110_slice_93.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_214_slice_115.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_352_slice_117.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_71_slice_101.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_182_slice_118.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_268_slice_88.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_111_slice_94.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_44_slice_124.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_3_slice_85.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_261_slice_94.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_69_slice_108.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_264_slice_96.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_311_slice_111.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_360_slice_103.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_268_slice_124.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_3_slice_102.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_152_slice_120.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_293_slice_120.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_294_slice_121.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_208_slice_101.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_228_slice_111.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_281_slice_88.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_322_slice_89.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_29_slice_98.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_301_slice_96.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_209_slice_84.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_305_slice_105.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_238_slice_120.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_123_slice_101.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_110_slice_124.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_348_slice_97.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_110_slice_127.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_248_slice_107.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_5_slice_89.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_177_slice_90.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_147_slice_93.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_73_slice_87.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_215_slice_124.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_118_slice_85.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_59_slice_126.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_349_slice_117.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_32_slice_102.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_103.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_152_slice_117.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_260_slice_128.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_238_slice_94.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_217_slice_87.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_100.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_198_slice_125.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_303_slice_127.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_283_slice_91.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_153_slice_113.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_15_slice_104.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_175_slice_103.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_220_slice_88.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_230_slice_88.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_104_slice_105.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_55_slice_96.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_62_slice_104.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_294_slice_123.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_15_slice_94.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_184_slice_128.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_298_slice_119.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_290_slice_104.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_217_slice_102.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_104_slice_103.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_17_slice_92.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_241_slice_127.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_330_slice_85.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_335_slice_85.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_210_slice_110.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_227_slice_104.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_218_slice_93.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_171_slice_90.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_366_slice_91.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_367_slice_115.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_139_slice_88.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_77_slice_120.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_294_slice_122.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_147_slice_112.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_165_slice_82.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_271_slice_89.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_252_slice_103.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_175_slice_123.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_128_slice_90.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_59_slice_127.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_302_slice_110.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_141_slice_92.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_9_slice_107.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_180_slice_112.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_239_slice_124.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_143_slice_95.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_232_slice_113.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_30_slice_86.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_92_slice_92.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_39_slice_95.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_126_slice_120.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_46_slice_103.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_225_slice_85.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_123_slice_80.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_322_slice_93.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_96_slice_108.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_227_slice_106.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_266_slice_81.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_349_slice_88.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_291_slice_107.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_280_slice_117.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_339_slice_122.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_225_slice_128.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_24_slice_127.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_206_slice_125.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_105_slice_87.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_233_slice_105.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_50_slice_98.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_269_slice_88.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_220_slice_103.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_280_slice_91.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_292_slice_126.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_213_slice_119.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_283_slice_88.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_123_slice_109.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_118_slice_107.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_98_slice_122.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_259_slice_104.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_353_slice_93.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_198_slice_117.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_57_slice_127.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_348_slice_92.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_362_slice_101.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_150_slice_117.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_308_slice_87.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_332_slice_106.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_79_slice_80.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_259_slice_87.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_260_slice_102.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_206_slice_107.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_345_slice_92.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_220_slice_123.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_26_slice_97.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_245_slice_90.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_93_slice_81.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_159_slice_86.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_205_slice_103.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_356_slice_98.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_8_slice_114.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_326_slice_110.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_335_slice_126.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_8_slice_94.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_164_slice_80.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_105_slice_97.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_209_slice_123.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_137_slice_120.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_259_slice_112.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_110_slice_94.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_162_slice_121.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_303_slice_121.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_117_slice_80.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_350_slice_90.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_162_slice_105.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_227_slice_127.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_327_slice_89.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_260_slice_89.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_281_slice_97.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_121_slice_90.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_171_slice_87.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_31_slice_92.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_103_slice_116.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_6_slice_82.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_96_slice_100.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_285_slice_108.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_22_slice_128.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_1_slice_118.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_125.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_174_slice_98.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_309_slice_102.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_235_slice_104.npz,0
/kaggle/input/brats20-data/BraTS20/data/volume_251_slice_80.npz,0
