grad_norm,param_norm,samples,step,train_acc@1,train_acc@1_q0,train_acc@1_q1,train_acc@1_q3,train_loss,train_loss_q0,train_loss_q1,train_loss_q3,val_acc@1,val_acc@1_q0,val_acc@1_q2,val_acc@1_q3,val_loss,val_loss_q0,val_loss_q2,val_loss_q3,train_acc@1_q2,train_loss_q2,val_acc@1_q1,val_loss_q1
11.31073793626575,91.38394882484013,4,0,0.5,0.5,1.0,0.0,0.6975413709878922,0.7199503481388092,0.5298929810523987,0.8203718066215515,1.0,1.0,1.0,1.0,0.25879213958978653,0.2552431523799896,0.2587823271751404,0.26236075162887573,,,,
2.405614264152094,91.3958224231874,44,10,0.6250000000000001,0.6666666666666665,0.4444444444444444,0.8333333333333333,0.6911074750125406,0.6697301516930261,0.7218184173107147,0.5623548130194347,,,,,,,,,0.6153846153846156,0.7490032727901752,,
2.6336312077769097,91.42176102154477,84,20,0.30000000000000004,0.4545454545454546,0.2727272727272727,0.2222222222222222,0.7661136053502556,0.7142649103294721,0.7984405593438582,0.7863080965148077,,,,,,,,,0.2222222222222222,0.769779019885593,,
0.8528341867836762,91.43522127510292,124,30,0.5499999999999998,0.6666666666666666,0.5833333333333334,0.3333333333333334,0.6922335937619213,0.6968255440394083,0.6776725202798844,0.7056040896309747,,,,,,,,,0.5999999999999999,0.6935406804084777,,
0.7685548407229165,91.44463800226184,164,40,0.5250000000000001,0.4444444444444444,0.46153846153846156,0.6666666666666667,0.6920197769999501,0.7050515545739069,0.700557658305535,0.6701406041781107,,,,,,,,,0.5,0.6977317134539287,,
0.7482353948937635,91.4483014162987,204,50,0.3250000000000001,0.3333333333333333,0.25,0.36363636363636365,0.7157877221703529,0.7272018127971225,0.7025588800509771,0.7143492752855475,,,,,,,,,0.375,0.7247679978609085,,
0.966417793384133,91.45083583214964,244,60,0.325,0.3333333333333333,0.18181818181818182,0.375,0.708133201301098,0.7066211567984687,0.7148218750953674,0.7068011686205864,,,,,,,,,0.4166666666666667,0.7040239721536635,,
0.5786542555690012,91.45912091567621,284,70,0.6750000000000002,0.9230769230769231,0.375,0.5,0.6845384895801545,0.6636214806483344,0.7122807577252388,0.6846292813618978,,,,,,,,,0.6923076923076923,0.6883414296003492,,
0.7424974692625191,91.46837047916115,324,80,0.5250000000000001,0.5555555555555556,0.4444444444444444,0.6428571428571428,0.6941395834088329,0.6838308374087015,0.7029728690783184,0.6750182381698066,,,,,,,,,0.375,0.7292618304491043,,
0.6272376519834858,91.47607559880372,364,90,0.4250000000000001,0.4,0.6666666666666665,0.18181818181818182,0.7112491458654404,0.7143672168254852,0.6646496587329441,0.7627306634729559,,,,,,,,,0.5,0.693440943956375,,
0.7083497021769015,91.4832572530339,404,100,0.5000000000000002,0.5000000000000001,0.4444444444444444,0.42857142857142855,0.6958497911691666,0.6933951377868652,0.7062921656502618,0.7054656318255833,,,,,,,,,0.6,0.683157080411911,,
0.5295810759014401,91.4930709958575,444,110,0.4500000000000001,0.7142857142857142,0.5333333333333333,0.4,0.6973343461751939,0.6880345089094979,0.6906248768170674,0.6988607048988345,,,,,,,,,0.125,0.716144010424614,,
0.5400398660177479,91.50273095589363,484,120,0.45000000000000007,0.4,0.4444444444444444,0.37499999999999994,0.6950003311038017,0.6959149122238159,0.6983053882916769,0.69515448063612,,,,,,,,,0.8,0.6867287874221801,,
0.4319612731557777,91.5020766608162,524,130,0.525,0.4444444444444444,0.5714285714285714,0.5833333333333334,0.6933559477329254,0.6932048400243124,0.6846653648785183,0.6935952057441075,,,,,,,,,0.5,0.6982995271682739,,
0.4143451015058796,91.50374773918546,564,140,0.4000000000000001,0.5,0.6363636363636364,0.16666666666666666,0.6999613389372827,0.6938746199011804,0.6855240139094266,0.7186141610145569,,,,,,,,,0.26666666666666666,0.7063338319460553,,
0.5547792953153987,91.5067258373052,604,150,0.675,0.7499999999999999,0.6153846153846154,0.5454545454545453,0.6880068108439441,0.6847778186202048,0.6897014654599702,0.6913347081704573,,,,,,,,,0.875,0.6839061304926872,,
0.6085319132846203,91.51255150202805,644,160,0.525,0.6666666666666667,0.7999999999999999,0.0,0.6892476081848148,0.6802730162938435,0.6754382431507111,0.7207329008314346,,,,,,,,,0.5833333333333334,0.6838723868131638,,
0.5812943559027038,91.51950651452854,684,170,0.45,0.38461538461538464,0.5454545454545454,0.5,0.6997069805860519,0.7119095417169424,0.6875379410657015,0.6940897703170776,,,,,,,,,0.4,0.7005999207496643,,
0.6745342115906151,91.52650906593156,724,180,0.6250000000000001,0.8,0.45454545454545453,0.6999999999999998,0.6828534528613089,0.6600022196769714,0.7069882154464722,0.6698328614234924,,,,,,,,,0.5555555555555556,0.69321299261517,,
0.5286738953230099,91.53425139142477,764,190,0.5499999999999998,0.46153846153846156,0.8571428571428572,0.2857142857142857,0.685484878718853,0.698911598095527,0.6434914299419948,0.7269302265984672,,,,,,,,,0.6153846153846154,0.6723532905945411,,
0.9713471838199493,91.54114297522922,804,200,0.4250000000000001,0.44444444444444453,0.4444444444444444,0.3750000000000001,0.7131624445319176,0.707659105459849,0.7169737087355721,0.7206034883856773,,,,,,,,,0.4285714285714286,0.7099981818880353,,
0.6610081417892273,91.55660500947165,844,210,0.4499999999999999,0.4545454545454546,0.5384615384615385,0.4,0.7058410301804546,0.6979790384119207,0.700059134226579,0.7135010004043579,,,,,,,,,0.36363636363636365,0.7170543670654297,,
0.3664484952940379,91.57692839464555,884,220,0.4750000000000002,0.5833333333333335,0.45454545454545453,0.4444444444444444,0.6947388544678689,0.6929967949787774,0.6961007985201748,0.6953956484794616,,,,,,,,,0.375,0.6947403773665428,,
0.4181861969579132,91.58689794451983,924,230,0.55,0.6363636363636364,0.6923076923076923,0.4545454545454546,0.6924696341156961,0.6884731325236234,0.6867449237750127,0.6962920102206143,,,,,,,,,0.2,0.7077369570732116,,
0.32111425991979725,91.5913830630101,964,240,0.42500000000000004,0.3,0.5,0.5,0.7013397857546805,0.7093214869499206,0.6945258736610412,0.6963396295905113,,,,,,,,,0.4166666666666667,0.7037000656127929,,
0.464174343854311,91.59680365189936,1004,250,0.45,0.5714285714285714,0.2857142857142857,0.3333333333333333,0.6957904368638997,0.689517957823617,0.6976283192634584,0.7003402776188321,,,,,,,,,0.5,0.6991905331611633,,
0.2830556988233834,91.60344505158048,1044,260,0.5250000000000001,0.4285714285714286,0.6000000000000001,0.7777777777777777,0.6929962068796158,0.69344157406262,0.6930210590362549,0.6913229558202956,,,,,,,,,0.4166666666666667,0.6937211950620016,,
0.36899925100349007,91.61123696706038,1084,270,0.5499999999999999,0.6666666666666666,0.4166666666666668,0.625,0.6913337662816048,0.699708511432012,0.6970446904500325,0.6877920329570769,,,,,,,,,0.5714285714285715,0.6848733595439366,,
0.44125678600503,91.63004463221526,1124,280,0.42499999999999993,0.4666666666666667,0.375,0.375,0.7076291248202322,0.7022977987925213,0.7064466699957848,0.7110397070646286,,,,,,,,,0.4444444444444444,0.7145341104931302,,
0.4996719320899894,91.62557236792351,1164,290,0.5249999999999998,0.2857142857142857,0.5555555555555556,0.6249999999999999,0.6938920304179189,0.7031466279711043,0.6912793715794883,0.693578727543354,,,,,,,,,0.5625,0.6914694160223007,,
0.44839735783930396,91.62862154762846,1204,300,0.4750000000000002,0.25000000000000006,0.5714285714285714,0.45454545454545453,0.692567119002342,0.6955255021651586,0.6893508434295654,0.6915860067714346,,,,,,,,,0.7,0.6923476755619049,,
0.5302891986238509,91.63405037979078,1244,310,0.5500000000000002,0.5384615384615385,0.4,0.5555555555555556,0.6900644689798354,0.6886315254064707,0.6955820322036743,0.6897912555270724,,,,,,,,,0.6153846153846154,0.6895644206267136,,
0.43475061540288523,91.6425264937038,1284,320,0.4750000000000001,0.18181818181818182,0.6666666666666667,0.5,0.6980339482426647,0.7304758429527282,0.6743806103865305,0.6973621994256973,,,,,,,,,0.5999999999999998,0.6840628266334531,,
0.5937750297332643,91.6495940260461,1324,330,0.6750000000000002,0.8181818181818182,0.5999999999999999,0.5,0.6702063560485838,0.6467818888750942,0.6834382712841034,0.6935625871022542,,,,,,,,,0.6923076923076923,0.669068863758674,,
0.40592221522105676,91.66340780614274,1364,340,0.525,0.5714285714285715,0.5000000000000002,0.5555555555555556,0.6947135597467424,0.674724544797625,0.6864874362945557,0.7010558976067437,,,,,,,,,0.4444444444444444,0.7267773548762004,,
0.6885925918674038,91.67594455770934,1404,350,0.5249999999999998,0.5,0.4444444444444444,0.625,0.6921174034476282,0.703876793384552,0.6990573538674248,0.6696937084197998,,,,,,,,,0.5454545454545457,0.6899189786477522,,
0.6953921210696751,91.6887324269061,1444,360,0.525,0.3571428571428571,0.7000000000000001,0.375,0.6972508043050765,0.7274731695652007,0.6644033968448638,0.7387370392680168,,,,,,,,,0.7499999999999999,0.6439346894621849,,
0.4148767153966532,91.69038424615754,1484,370,0.575,0.8181818181818181,0.3333333333333333,0.4,0.6870782628655435,0.6499581824649464,0.7171608706315359,0.7204482436180115,,,,,,,,,0.6153846153846154,0.6789340651952304,,
0.31465564681282054,91.69256832288642,1524,380,0.55,0.5384615384615385,0.5,0.6000000000000001,0.6912131130695343,0.6978209477204543,0.6979033946990967,0.681965833902359,,,,,,,,,0.5555555555555555,0.6859963006443448,,
0.5429516824639189,91.69468104082713,1564,390,0.37499999999999994,0.41666666666666663,0.36363636363636365,0.3333333333333333,0.7116983652114868,0.7049144506454468,0.7114890055222942,0.7282258205943638,,,,,,,,,0.3750000000000001,0.7035687193274498,,
0.41452483288534453,91.69793114090085,1604,400,0.5,0.5,0.625,0.6,0.6940882489085195,0.6979805707931518,0.6869581267237663,0.6912365078926086,,,,,,,,,0.41176470588235303,0.695992746773888,,
0.22431115109951233,91.69990533065871,1644,410,0.4750000000000002,0.7,0.44444444444444453,0.6363636363636364,0.6932471752166744,0.6887337446212769,0.6945399973127577,0.6876038258725947,,,,,,,,,0.1,0.7028047502040863,,
0.35392152835112844,91.7007743101652,1684,420,0.5000000000000001,0.5454545454545453,0.5555555555555556,0.4545454545454546,0.6919601052999496,0.689659920605746,0.6896581451098124,0.6937589428641578,,,,,,,,,0.44444444444444453,0.6948748230934143,,
0.5069894542842429,91.70146045895905,1724,430,0.325,0.45454545454545453,0.3333333333333333,0.375,0.6971807286143306,0.6928192268718374,0.7003008524576823,0.6965411379933357,,,,,,,,,0.16666666666666666,0.6992650727430979,,
